Código,Instituição executora,Estado,Cidade,Praia,Estratégia do trecho,Maré inicial,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição
307263,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Galinhos,Praia do Catavento,Diário,Enchente,2024-07-19,-509.625,-3.615.294,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto
307181,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Ceará,Diário 15,Enchente,2024-07-20,-482.429,-3.725.662,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto
307180,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Quitérias,Diário,Vazante,2024-07-20,-470.803,-3.731.777,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
306529,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Melancias,Diário,Enchente,2024-07-18,-475.557,-3.727.856,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
306054,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Guamaré,Praia do Minhoto,Diário,Enchente,2024-07-14,-508.693,-3.637.999,Reptilia,Testudines,Lepidochelys olivacea,Não,Água,Vivo
306052,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Guamaré,Praia do Minhoto,Diário,Enchente,2024-07-14,-508.693,-3.637.999,Reptilia,Testudines,Lepidochelys olivacea,Não,Água,Vivo
306010,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Galinhos,Praia da Fazenda,Diário,Vazante,2024-07-07,-509.566,-361.905,Reptilia,Testudines,Lepidochelys olivacea,Não,Água,Vivo
305764,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Ponta Grossa,Diário,Enchente,2024-07-16,-462.858,-375.044,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
305762,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Melancias,Diário,Enchente,2024-07-16,-476.304,-3.727.742,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
305544,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Redonda,Diário,Enchente,2024-07-15,-463.382,-3.749.006,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto
305542,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peixe Gordo,Diário,Enchente,2024-07-15,-47.769.391,-372.736.877,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
305256,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Ceará,Diário 15,Enchente,2024-07-14,-481.799,-372.594,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
305240,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Melancias,Diário,Enchente,2024-07-14,-47.552,-3.728.008,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
305238,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Pernambuquinho,Diário,Enchente,2024-07-14,-494.153,-3.716.069,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
304934,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peixe Gordo,Diário,Enchente,2024-07-13,-477.683,-3.727.375,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
304060,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Redonda,Diário,Vazante,2024-07-11,-462.715,-375.001,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
304058,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Emanuelas,Diário,Vazante,2024-07-11,-486.304,-3.723.465,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
304057,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia do Gado Bravo,Diário 15,Cheia,2024-07-11,-487.977,-3.722.331,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
304056,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Areias Alvas,Diário,Cheia,2024-07-11,-489.147,-3.721.421,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303427,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Redonda,Diário,Vazante,2024-07-08,-463.038,-3.749.293,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303426,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Melancias,Diário,Vazante,2024-07-08,-476.135,-3.727.801,Reptilia,Testudines,Chelonia mydas,Não,Outros,Morto
303425,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Manibu,Diário,Vazante,2024-07-08,-480.316,-3.726.485,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303424,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Emanuelas,Diário,Vazante,2024-07-08,-485.938,-372.369,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303423,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Emanuelas,Diário,Vazante,2024-07-08,-485.956,-3.723.684,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303405,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peixe Gordo,Diário,Vazia,2024-07-04,-47.724.006,-37.275.179,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303403,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Tibau,Diário,Vazia,2024-07-04,-483.938,-3.724.861,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303387,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia do Paraíso,Diário,Enchente,2024-07-05,-493.058,-3.708.819,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303047,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peixe Gordo,Diário,Vazante,2024-07-06,-477.712,-372.738,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto
303046,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Manibu,Diário,Vazante,2024-07-06,-480.523,-3.726.428,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303045,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Areias Alvas,Diário,Vazante,2024-07-06,-488.883,-3.721.664,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
303044,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Pernambuquinho,Diário,Vazante,2024-07-06,-493.361,-3.716.628,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
302365,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Pernambuquinho,Diário,Enchente,2024-07-01,-494.123,-3.716.117,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
301922,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Emanuelas,Diário,Vazia,2024-07-02,-486.891,-3.723.095,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
300275,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Tremembé,Diário,Indeterminado,2024-05-01,-4.749.298,-37.282.581,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo
299170,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Baixa Grande,Diário,Vazante,2024-05-22,-494.286,-3.706.304,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
298679,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Ponta do Mel,Diário,Vazante,2024-05-31,-495.359,-3.689.366,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
298678,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de São Cristóvão,Diário,Cheia,2024-05-31,-492.513,-3.695.315,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
298677,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Porto do Mangue,Praia do Rosado,Diário,Vazante,2024-05-24,-499.852,-3.683.755,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
298676,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia do Meio,Diário,Vazante,2024-05-13,-493.627,-3.712.808,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
298675,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Baixa Grande,Diário,Vazante,2024-05-08,-494.458,-3.705.989,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
298673,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Upanema,Diário,Vazante,2024-05-08,-492.432,-370.989,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
298671,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Areias Alvas,Diário,Enchente,2024-05-30,-489.309,-3.721.289,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto
298670,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia do Gado Bravo,Diário 15,Enchente,2024-05-17,-48.865.001,-372.176.814,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
298669,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Quitérias,Diário,Vazante,2024-05-12,-471.229,-3.731.341,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
298667,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peixe Gordo,Diário,Vazia,2024-05-06,-477.617,-3.727.411,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
297600,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Quitérias,Diário,Cheia,2024-05-01,-471.003,-373.156,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
297599,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Tremembé,Diário,Enchente,2024-05-01,-473.043,-3.729.493,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
297036,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Galinhos,Praia de Galinhos,Diário,Vazante,2024-05-30,-509.096,-3.628.142,Aves,Charadriiformes,Sterna dougallii,Não,Água,Morto
296671,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Galinhos,Praia do Catavento,Diário,Enchente,2024-05-20,-509.656,-361.721,Aves,Charadriiformes,Stercorarius pomarinus,Não,Arenoso,Morto
296442,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Upanema,Diário,Vazante,2024-05-22,-492.359,-3.709.897,Reptilia,Testudines,Eretmochelys imbricata,Não,Água,Vivo
295903,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Guamaré,Praia do Amaro,Diário,Vazante,2024-05-30,-50.890.393,-36.358.695,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
295901,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Galinhos,Praia de Galinhos,Diário,Vazia,2024-05-29,-50.909.535,-362.766.623,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
295884,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Porto do Mangue,Praia da Pedra Grande,Diário,Enchente,2024-05-29,-499.098,-3.684.318,Mammalia,Sirenia,Trichechus manatus manatus,Sim,Água,Morto
295783,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Quitérias,Diário,Vazante,2024-05-29,-471.246,-3.731.335,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
295780,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peixe Gordo,Diário,Vazante,2024-05-29,-4.787.794,-372.692.299,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
295778,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peixe Gordo,Diário,Vazante,2024-05-29,-478.018,-3.727.287,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
295746,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Galinhos,Praia de Galinhos,Diário,Cheia,2024-05-29,-509.483,-3.625.543,Reptilia,Testudines,Caretta caretta,Não,Rochoso,Morto
295585,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Tibau,Diário,Vazante,2024-05-28,-48.355.187,-372.500.038,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto
295578,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Aracati,Canoa Quebrada,Diário 15,Indeterminado,2024-04-26,-44.293.267,-377.613.831,Reptilia,Testudines,Caretta caretta,Não,Outros,Vivo
295230,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Tremembé,Diário,Vazante,2024-05-26,-473.194,-3.729.384,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
295228,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peroba,Diário,Vazante,2024-05-25,-465.232,-3.746.094,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
295077,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Galinhos,Praia da Fazenda,Diário,Vazante,2024-05-18,-509.559,-3.620.584,Reptilia,Testudines,Lepidochelys olivacea,Não,Rochoso,Morto
295027,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Porto do Mangue,Praia do Rosado,Diário,Vazante,2024-05-25,-50.200.767,-36.819.225,Aves,Charadriiformes,Chroicocephalus cirrocephalus,Não,Arenoso,Morto
294810,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Emanuelas,Diário,Vazante,2024-05-24,-486.126,-3.723.552,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
294615,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Quitérias,Diário,Vazante,2024-05-23,-470.908,-3.731.664,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto
293798,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Baixa Grande,Diário,Enchente,2024-05-18,-494.204,-3.706.421,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto
293734,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Areias Alvas,Diário,Enchente,2024-05-15,-489.091,-372.145,Aves,Charadriiformes,Chroicocephalus cirrocephalus,Não,Água,Vivo
293727,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Upanema,Diário,Vazante,2024-05-11,-492.412,-3.710.848,Reptilia,Testudines,Eretmochelys imbricata,Não,Rochoso,Morto
293725,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia do Paraíso,Diário,Vazante,2024-05-11,-49.269,-3.709.452,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto
293695,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Areias Alvas,Diário,Vazante,2024-05-13,-489.219,-3.721.357,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293680,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Upanema,Diário,Enchente,2024-05-17,-492.283,-3.710.336,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293575,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Tibau,Diário,Indeterminado,2024-05-05,-48.307.416,-372.531.624,Aves,Charadriiformes,Charadrius collaris,Não,Outros,Vivo
293553,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Macau,Restinga de Diogo Lopes,Diário,Enchente,2024-05-16,-507.633,-3.642.238,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293383,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Areias Alvas,Diário,Vazante,2024-05-11,-489.267,-3.721.333,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293377,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Areias Alvas,Diário,Vazante,2024-05-11,-489.451,-3.721.176,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293369,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Pernambuquinho,Diário,Vazante,2024-05-11,-492.452,-3.717.431,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293230,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Manibu,Diário,Vazante,2024-05-14,-480.139,-3.726.525,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293229,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Emanuelas,Diário,Enchente,2024-05-14,-485.301,-3.724.075,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293227,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Emanuelas,Diário,Enchente,2024-05-14,-485.652,-3.723.859,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293226,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Areias Alvas,Diário,Enchente,2024-05-14,-489.165,-3.721.386,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
293062,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Aracati,Canoa Quebrada,Diário 15,Enchente,2024-04-07,-44.291.556,-377.620.697,Aves,Pelecaniformes,Nycticorax nycticorax,Não,Outros,Vivo
293058,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia do Pontal,Diário,Vazia,2024-04-18,-49.391.673,-37.145.977,Aves,Suliformes,Sula dactylatra,Não,Outros,Vivo
292944,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Quitérias,Diário,Vazante,2024-05-10,-472.776,-372.976,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto
292760,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Manibu,Diário,Vazante,2024-05-08,-479.352,-3.726.884,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
292759,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Porto do Mangue,Praia da Pedra Grande,Diário,Vazante,2024-05-09,-497.336,-3.685.691,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
292750,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Barra de Grossos,Diário,Vazante,2024-05-09,-494.692,-3.715.654,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
292679,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Tibau,Praia de Tibau,Diário,Vazante,2024-05-07,-48.347.417,-3.725.101,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
292506,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia da Placa,Diário,Enchente,2024-05-05,-469.548,-3.733.245,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
292504,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Melancias,Diário,Enchente,2024-05-05,-47.552,-3.727.985,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
292503,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Manibu,Diário,Vazia,2024-05-05,-479.893,-3.726.628,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
292323,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Morrinhos,Diário,Enchente,2024-05-03,-494.621,-3.692.269,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto
292228,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Galinhos,Praia de Galinhos,Diário,Enchente,2024-04-04,-509.139,-362.788,Aves,Charadriiformes,Sternula antillarum,Não,Arenoso,Vivo
291913,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Fortim,Praia das Agulhas,Diário 15,Enchente,2024-04-27,-4.398.456.892,-3.779.888.061,Mammalia,Sirenia,Trichechus manatus manatus,Sim,Arenoso,Vivo
291819,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia da Placa,Diário,Vazia,2024-04-24,-469.506,-3.733.323,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
291817,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Quitérias,Diário,Vazia,2024-04-24,-470.906,-3.731.671,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
291816,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Melancias,Diário,Vazante,2024-04-24,-47.540.879,-37.280.699,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
291738,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Picos,Diário,Vazante,2024-04-02,-46.634.492,-374.360.418,Aves,Charadriiformes,Anous stolidus,Não,Outros,Vivo
291734,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Picos,Diário,Vazante,2024-04-02,-46.635.994,-37.436.471,Aves,Charadriiformes,Arenaria interpres,Não,Outros,Vivo
291534,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peixe Gordo,Diário,Vazante,2024-04-26,-478.446,-3.727.159,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
291533,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Icapuí,Praia de Peixe Gordo,Diário,Vazante,2024-04-25,-478.876,-3.727.012,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
291527,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Grossos,Praia de Alagamar,Diário,Vazante,2024-04-25,-491.138,-3.719.284,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
291484,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Galinhos,Praia do Catavento,Diário,Enchente,2024-04-24,-509.677,-3.616.614,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
291452,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Areia Branca,Praia de Morrinhos,Diário,Vazante,2024-04-25,-494.592,-3.692.281,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto
